course_id,level,latest_offering,college_desc,department_desc,title_long_desc,course_text_narrative,n_unique,n_department,row_number
GEO 116,Undergraduate,202410,Natural and Agricultural Sci,Earth Sciences,STRUCTURAL GEOLOGY,"5 Units, Lecture 2, Laboratory 6, Field Trip 8 To 16, Prerequisite(s): GEO 115 with a grade of ""C-"" or better; PHYS 002A or PHYS 02HA or PHYS 040A or PHYS 040HA; or consent  of instructor. Examines geological structures in the field. Covers the graphical solution of structural problems and laboratory map study, the genesis of rock structures, the physics of rock deformation, and Mohr diagrams and elementary stress analysis.
",1,1,2361
GEO 118,Undergraduate,202420,Natural and Agricultural Sci,Earth Sciences,SEDIMENTOLOGY AND STRATIGRAPHY,"5 Units, Lecture, 2 hours; laboratory, 6 hours; two 1-day and one 2-day field trips, Prerequisite(s): GEO 115 with a grade of ""C-"" or better.  A study of the principles of sedimentology and the comparative study of the origins of sediments and sedimentary rocks from various modern and ancient clastic, carbonate, and mixed siliciclastic-carbonate depositional environments. Emphasizes field and stratigraphic relationships, as well as petrographic and hand specimen identification.",1,1,2362
GEO 122,Undergraduate,202340,Natural and Agricultural Sci,Earth Sciences,MINERALOGY,"5 Units, Lecture, 3 hours; laboratory, 5 hours; field trip, 8 to 16 hours per quarter. Prerequisite(s): both CHEM 001B and CHEM 01LB or both CHEM 01HB and CHEM 1HLB (CHEM 001B, CHEM 01LB, CHEM 01HB, and CHEM 1HLB may be taken concurrently); GEO 001 with a grade of ""C-"" or better. Provides an introduction to common and important minerals and their identification using structural, crystallographic, and optical microscopy methods. Stresses distinctive structural and chemical features, diagnostic physical and optical properties, anthropogenic uses, commonly associated minerals, and the growth and development of minerals in various geologic environments. 
",1,1,2363
GEO 136,Undergraduate,202420,Natural and Agricultural Sci,Earth Sciences,INTRODUCTION TO MOLECULAR AND PETROLEUM GEOCHEMISTRY,"4 Units, Lecture, 3 hours; discussion, 1 hour. Prerequisite(s): both CHEM 001C and CHEM 01LC or both CHEM 01HC and CHEM 1HLC or equivalents; a grade of ""C-"" or better  in one of the following courses: GEO 001, GEO 002, GEO 009 or GEO 011. Explores the global carbon cycle and the origin and fate of organic carbon molecules throughout Earth's history. Covers production and composition of biogenic matter and microbial, chemical, and thermal processing of sedimentary organic matter, leading to oil, gas, and coal formation. Addresses important applications to the petroleum and environmental sectors.
",1,1,2364
GEO 137,Undergraduate,202320,Natural and Agricultural Sci,Earth Sciences,GEOCHEMISTRY OF NATURAL WATERS,"4 Units, Lecture, 3 hours; laboratory, 30 hours per quarter. Prerequisite(s): both CHEM 001C and CHEM 01LC or both CHEM 01HC and CHEM 1HLC or equivalents; a grade of ""C-"" or better in one of the following courses: GEO 001, GEO 002, GEO 009 or GEO 011. Examines the chemical principles of geologic processes at and near Earth's surface. Topics include biogeochemical cycles of elements during chemical interactions of the Earth's crust, hydrosphere, and atmosphere; applications of thermodynamics and kinetics to the study of low-temperature geologic systems; and the use of isotopic techniques in tracing geologic processes.
",1,1,2365
GEO 140,Undergraduate,202320,Natural and Agricultural Sci,Earth Sciences,GLOBAL GEOPHYSICS,"4 Units, Lecture, 3 hours; laboratory, 3 hours. Prerequisite(s): GEO 001 with a grade of C- or better; MATH 046; PHYS 002C or PHYS 02HC or PHYS 040C or PHYS 040HC; or consent of instructor. Introduces central concepts of solid earth geophysics as applied at the global or planetary scale. Includes plate tectonics and dynamics of the lithosphere; seismology and earth structure; geothermal behavior and heat flow; and geodynamics and planetary geophysics.
",1,1,2366
GEO 144,Undergraduate,202240,Natural and Agricultural Sci,Earth Sciences,EARTHQUAKE SEISMOLOGY,"4 Units, Lecture, 3 hours; laboratory, 3 hours. Prerequisite(s): MATH 010A, MATH 010B, MATH 046, PHYS 002C or PHYS 02HC or PHYS 040C or PHYS 040HC; or consent of instructor. Introduction to the theories and observations of earthquake seismology. Student utilizes physical principles and mathematical techniques to study the earthquake process, wave propagation, and ground motion. Laboratory emphasizes computer-assisted analysis of various types of seismic data as well as simple modeling techniques.",1,1,2367
GEO 145,Undergraduate,202410,Natural and Agricultural Sci,Earth Sciences,APPLIED AND EXPLORATION GEOPHYSICS,"4 Units, Lecture, 3 hours; laboratory, 3 hours. Prerequisite(s): GEO 001 with a grade of ""C-"" or better; MATH 007B or MATH 009B or MATH 09HB; PHYS 002C or PHYS 02HC or PHYS 040C or PHYS 040HC; or consent of instructor. Introduces applied geophysical methods used to explore and characterize the shallow subsurface. Topics include gravity, magnetism, seismic reflection and refraction, electrical resistivity, electromagnetism, and ground penetrating radar.  Explores techniques to solve problems related to groundwater, as well as environmental, mineral, and petroleum exploration and engineering issues. Requires a weekend field trip.",1,1,2368
GEO 147,Undergraduate,202420,Natural and Agricultural Sci,Earth Sciences,ACTIVE TECTONICS AND REMOTE SENSING,"4 Units, Lecture, 2 hours; discussion, 1 hour; laboratory, 3 hours., Prerequisite(s): GEO 001, GEO 115; or consent of instructor. A computer-based course that introduces active tectonics and the earthquake cycle and how they are studied using remote sensing data. Explores examples of actively deforming areas from around the world using computer visualization software and freely available data sources (satellite imagery, digital topography, GPS and earthquake data).
",1,1,2369
GEO 150,Undergraduate,202420,Natural and Agricultural Sci,Earth Sciences,YOUR FUTURE IN THE EARTH AND PLANETARY SCIENCES,"1 Unit, Seminar, 1 hour. Prerequisite(s):  restricted to class level standing of junior, or  senior. An exploration of potential careers and futures in the Earth and Planetary Sciences. Topics include career planning, exploring different job possibilities in the public and private sectors, applying for jobs and internships, undergraduate and graduate research, the graduate school application process, academic careers, and fellowships.  Graded Satisfactory (S) or No Credit (NC). Course is repeatable to a maximum of 3 units. ",1,1,2370
GEO 151,Undergraduate,202240,Natural and Agricultural Sci,Earth Sciences,PRINCIPLES OF PALEONTOLOGY,"4 Units, Lecture, 3 hours; laboratory, 3 hours; one 1-day field trip. Prerequisite(s): BIOL 010/GEO 003 with a grade of ""C-"" or better or BIOL 005C. Emphasis is on understanding fossils as living organisms. Topics include fundamentals of evolution and the fossil record, introductory morphometrics and biosystemic theory, functional morphology, and metazoan organization and classification.",1,1,2371
GEO 157,Undergraduate,202420,Natural and Agricultural Sci,Earth Sciences,INTRODUCTION TO GEOGRAPHICAL INFORMATION SCIENCE,"4 Units, Lecture, 3 hours; laboratory, 3 hours. Prerequisite(s): upper-division standing. Introduces the fundamental theory and application of geographical information science. Topics include geographic information systems, data structures, databases, and spatial data models. Explores various spatial data, including their coordinate systems, data acquisition, and associated errors.  Introduces data analysis methods within geographical information systems.
",1,1,2372
GEO 160,Undergraduate,202410,Natural and Agricultural Sci,Earth Sciences,GLOBAL CLIMATE CHANGE,"4 Units, Lecture, 3 hours; discussion, 1 hour. Prerequisite(s): upper-division standing or consent of instructor;  PHYS 002B or PHYS 02HB or PHYS 040B or PHYS 040HB recommended. Surveys historical and paleoclimate change using basic principles on gas laws, radiant energy exchange, atmospheric circulation and oceanography, and proxy data. Topics include variability in modern climate, greenhouse gases, global warming, El Nino, Pacific decadal oscillation, ozone hole, volcanism, ice age climate, and Milankovitch cycles. Also covers stable isotope profiles, plate tectonics, greenhouse climates, paleovegetation, modern species diversity, and snowball Earth. 
",1,1,2373
GEO 161,Undergraduate,202420,Natural and Agricultural Sci,Earth Sciences,CENOZOIC CLIMATE CHANGE,"4 Units, Lecture, 3 hours; laboratory, 3 hours. Prerequisite(s): one of the following courses with a grade of ""C-"" or better; GEO 001 or GEO 002 or GEO 009 or GEO 011. Examines physical, chemical, and biological evidence of climatic and environmental change throughout the Cenozoic Era (last 65 million years) to provide a framework for understanding natural environmental change and for predicting future change. Introduces students to computer-based numerical methods of data analysis for interpreting past records of environmental change.",1,1,2374
GEO 162,Undergraduate,202320,Natural and Agricultural Sci,Earth Sciences,GEOMORPHOLOGY,"4 Units, Lecture, 2 hours; laboratory, 6 hours; one 2-day field trip. Prerequisite(s): ENSC 100 or GEO 115 (ENSC 100 or GEO 115 may be taken concurrently); or consent of instructor. A study of surficial processes related to the development and evolution of landforms and landscapes at the Earth's surface. Examines weathering, erosional, and depositional processes in a variety of landscapes (tectonic, volcanic, arid, karst, fluvial, glacial, coastal, anthropogenic, planetary, etc.). An emphasis is placed on processes and landscapes important to California.",1,1,2375
GEO 163,Undergraduate,202340,Natural and Agricultural Sci,Earth Sciences,GLOBAL PHYSICAL CLIMATOLOGY,"4 Units, Lecture, 3 hours; discussion, 1 hour. Prerequisite(s): PHYS 002B or PHYS 02HB or PHYS 040B or PHYS 040HB;  restricted to class level standing of junior, or  senior. Introduces elemental physical components of the Earth's climate system that include the atmosphere, the ocean, the land surface, and the cryosphere. Topics include global energy balance, atmospheric general circulation, ocean general circulation, atmosphere-ocean interaction, hydrological cycle, land surface processes, cryosphere, and natural climate variability.",1,1,2376
GEO 169,Undergraduate,202410,Natural and Agricultural Sci,Earth Sciences,CALIFORNIA VEGETATION,"4 Units, Lecture, 3 hours; laboratory, 3 hours; two 1-day field trips. Prerequisite(s): BIOL 005C with a grade of ""C-"" or better or BIOL 010/GEO 003 with a grade of ""C-"" or better. Survey of the flora, distribution, and ecology of California ecosystems, including Mediterranean shrubland, conifer forests, desert scrub, valley for fields, and exotic grasslands.  Discusses vegetation in relation to climate, physiography, fire, landscape steady states, biological invasions, paleobotany, and broad-scale change due to land development, invasive species, grazing, and fire suppression.",1,1,2377
GEO 180,Undergraduate,202220,Natural and Agricultural Sci,Earth Sciences,EXOPLANETARY SCIENCE DETECTION TECH,"4 Units, Lecture, 3 hours; discussion, 1 hour. Prerequisite(s): MATH 007B or MATH 009B or MATH 09HB; PHYS 040B or PHYS 002B; PHYS 117 or GEO 111;  Restricted to class level standing of junior, or  senior;  or consent of instructor. Covers the rapid expansion of the subject of exoplanets, the discoveries of which now number in the thousands and include planets smaller than Earth.  Topics include solar system formation, the history of exoplanetary science, orbital mechanics, detection methods, orbital ephemerides, host stars, and future exoplanet space missions.    ",1,1,2378
